id_wypozyczenia,id_pracownika,id_auta,id_klienta,id_rodzaj_wypozyczenia,stan_licznika_przed,data_wypozyczenia,id_rezerwacji,id_oddzialu,uwagi
8559,238,752,906,341,506078,05/04/2022,705,801,uwagi
8560,702,977,564,745,560435,05/04/2022,86,456,uwagi
8561,223,803,211,446,512328,12/04/2022,501,621,uwagi
8562,291,420,886,198,531721,16/04/2022,630,393,uwagi
8563,101,636,185,339,538733,18/04/2022,90,679,uwagi
8564,449,795,480,150,577070,08/04/2022,43,894,uwagi
8565,376,129,350,598,593089,13/04/2022,560,44,uwagi
8566,55,60,665,345,547908,19/04/2022,550,543,uwagi
8567,797,180,935,897,581508,08/04/2022,119,236,uwagi
8568,203,209,914,651,500241,06/04/2022,394,800,uwagi
8569,774,437,694,149,556460,14/04/2022,43,746,uwagi
8570,496,602,790,550,566143,09/04/2022,454,895,uwagi
8571,141,4,437,937,518228,16/04/2022,372,834,uwagi
8572,998,491,69,200,569864,05/04/2022,983,851,uwagi
8573,702,377,650,475,581227,07/04/2022,344,623,uwagi
8574,377,386,369,873,598701,18/04/2022,158,423,uwagi
8575,649,611,317,789,561403,11/04/2022,754,726,uwagi
8576,797,125,560,794,561499,16/04/2022,629,994,uwagi
8577,314,612,844,15,598715,19/04/2022,494,489,uwagi
8578,800,837,112,177,522205,19/04/2022,480,49,uwagi
8579,210,637,471,858,524753,19/04/2022,788,647,uwagi
8580,862,541,373,658,566506,13/04/2022,932,452,uwagi
8581,281,561,445,594,517124,16/04/2022,289,609,uwagi
8582,159,783,98,958,561907,11/04/2022,209,135,uwagi
8583,842,688,183,51,532438,17/04/2022,654,908,uwagi
8584,572,441,555,434,598083,10/04/2022,927,92,uwagi
8585,646,859,543,926,541819,18/04/2022,988,520,uwagi
8586,590,277,128,748,505891,07/04/2022,226,706,uwagi
8587,678,434,840,520,512128,04/04/2022,23,570,uwagi
8588,446,676,477,18,511635,19/04/2022,32,452,uwagi
8589,98,958,543,744,581543,10/04/2022,86,669,uwagi
8590,234,74,189,824,534974,18/04/2022,317,571,uwagi
8591,409,542,277,87,597540,14/04/2022,117,606,uwagi
8592,97,139,176,543,581459,14/04/2022,652,560,uwagi
8593,931,684,12,29,564042,12/04/2022,554,772,uwagi
8594,456,639,441,690,571198,11/04/2022,629,513,uwagi
8595,62,946,84,471,548719,10/04/2022,360,558,uwagi
8596,463,477,163,560,561493,07/04/2022,338,102,uwagi
8597,430,990,662,361,567279,14/04/2022,673,389,uwagi
8598,314,227,160,770,586480,17/04/2022,600,459,uwagi
8599,577,229,972,639,517409,17/04/2022,55,109,uwagi
8600,662,415,666,124,589062,18/04/2022,829,684,uwagi
8601,506,167,785,936,515616,10/04/2022,447,296,uwagi
8602,829,119,685,143,534486,05/04/2022,844,912,uwagi
8603,210,444,370,787,567244,15/04/2022,341,425,uwagi
8604,847,396,534,508,580969,14/04/2022,200,632,uwagi
8605,701,29,315,206,519473,07/04/2022,100,141,uwagi
8606,351,546,437,180,566466,06/04/2022,121,323,uwagi
8607,10,965,234,220,540807,09/04/2022,603,6,uwagi
8608,81,944,431,928,533904,17/04/2022,965,435,uwagi
8609,149,164,67,850,519231,19/04/2022,382,55,uwagi
8610,388,481,196,738,502666,19/04/2022,633,918,uwagi
8611,692,753,240,701,571705,15/04/2022,473,921,uwagi
8612,126,76,926,206,501972,09/04/2022,357,133,uwagi
8613,359,321,568,508,548445,14/04/2022,635,357,uwagi
8614,677,16,412,64,549625,04/04/2022,608,802,uwagi
8615,523,240,720,215,599218,10/04/2022,960,916,uwagi
8616,710,433,836,835,550823,04/04/2022,761,40,uwagi
8617,528,117,173,887,543732,08/04/2022,741,395,uwagi
8618,922,375,751,599,538966,06/04/2022,163,663,uwagi
8619,886,770,465,409,500891,08/04/2022,184,624,uwagi
8620,2,143,539,711,557513,04/04/2022,374,545,uwagi
8621,84,134,585,612,525077,11/04/2022,758,499,uwagi
8622,689,498,893,610,587177,07/04/2022,644,209,uwagi
8623,262,806,871,148,557472,06/04/2022,335,557,uwagi
8624,584,519,180,585,566128,06/04/2022,718,296,uwagi
8625,237,91,840,320,522442,11/04/2022,425,932,uwagi
8626,476,182,430,164,567920,10/04/2022,322,774,uwagi
8627,551,965,982,813,576970,18/04/2022,853,960,uwagi
8628,345,188,516,929,570555,13/04/2022,696,513,uwagi
8629,367,413,808,604,550283,09/04/2022,648,924,uwagi
8630,728,72,855,203,525362,12/04/2022,284,366,uwagi
8631,933,605,139,484,556902,04/04/2022,121,297,uwagi
8632,339,973,256,684,515994,14/04/2022,772,612,uwagi
8633,866,467,124,233,587907,11/04/2022,932,836,uwagi
8634,382,580,759,110,565131,13/04/2022,613,312,uwagi
8635,905,896,678,838,550044,05/04/2022,817,322,uwagi
8636,70,937,618,409,590957,04/04/2022,874,92,uwagi
8637,70,646,703,936,511202,19/04/2022,827,168,uwagi
8638,992,759,3,374,533772,12/04/2022,762,483,uwagi
8639,990,375,794,894,526995,09/04/2022,472,732,uwagi
8640,771,288,54,840,522419,18/04/2022,671,249,uwagi
8641,134,545,340,204,518982,17/04/2022,42,139,uwagi
8642,302,869,306,293,562676,17/04/2022,309,666,uwagi
8643,965,70,149,954,544406,16/04/2022,942,848,uwagi
8644,715,414,580,485,570045,19/04/2022,633,325,uwagi
8645,925,304,573,59,584800,13/04/2022,912,262,uwagi
8646,38,954,400,340,582197,10/04/2022,706,633,uwagi
8647,449,15,299,414,508401,17/04/2022,447,367,uwagi
8648,529,389,215,243,580158,08/04/2022,794,727,uwagi
8649,503,426,51,427,572934,15/04/2022,624,486,uwagi
8650,578,535,747,616,548825,15/04/2022,147,955,uwagi
8651,311,853,588,759,586624,15/04/2022,887,173,uwagi
8652,951,333,539,479,572126,07/04/2022,754,721,uwagi
8653,523,547,447,25,597236,06/04/2022,498,452,uwagi
8654,702,121,937,280,565542,09/04/2022,684,895,uwagi
8655,144,830,850,454,568209,15/04/2022,437,213,uwagi
8656,549,323,385,499,565522,19/04/2022,924,977,uwagi
8657,377,677,698,900,522335,11/04/2022,145,925,uwagi
8658,196,642,376,898,576262,12/04/2022,313,177,uwagi
8659,419,996,71,562,582542,09/04/2022,920,16,uwagi
8660,508,357,229,56,567868,11/04/2022,614,555,uwagi
8661,334,538,532,711,521408,16/04/2022,229,610,uwagi
8662,438,373,534,634,501473,06/04/2022,910,531,uwagi
8663,778,222,708,196,521734,08/04/2022,778,758,uwagi
8664,43,698,773,551,505349,04/04/2022,2,607,uwagi
8665,733,615,161,67,515159,11/04/2022,692,777,uwagi
8666,366,921,387,804,529328,15/04/2022,921,437,uwagi
8667,309,830,967,86,505141,19/04/2022,674,281,uwagi
8668,269,452,38,312,514882,19/04/2022,811,862,uwagi
8669,203,812,468,935,542591,14/04/2022,629,1,uwagi
8670,578,321,778,944,524068,10/04/2022,164,747,uwagi
8671,534,84,183,842,591277,06/04/2022,150,928,uwagi
8672,965,824,209,233,527478,09/04/2022,246,545,uwagi
8673,424,57,407,626,586790,09/04/2022,875,561,uwagi
8674,294,503,561,872,582280,12/04/2022,338,815,uwagi
8675,64,502,561,598,558428,13/04/2022,744,440,uwagi
8676,498,893,367,462,571610,08/04/2022,575,695,uwagi
8677,991,821,239,415,587720,09/04/2022,645,41,uwagi
8678,746,519,601,39,502154,05/04/2022,162,911,uwagi
8679,845,500,725,908,500079,18/04/2022,286,506,uwagi
8680,586,29,945,83,592170,11/04/2022,312,544,uwagi
8681,638,887,238,629,570711,17/04/2022,477,44,uwagi
8682,585,121,84,330,563993,18/04/2022,685,369,uwagi
8683,662,847,279,506,534573,12/04/2022,4,414,uwagi
8684,347,289,919,932,531755,13/04/2022,864,14,uwagi
8685,240,175,558,878,506125,07/04/2022,795,506,uwagi
8686,769,271,549,353,539158,08/04/2022,633,683,uwagi
8687,32,317,51,693,516279,18/04/2022,329,199,uwagi
8688,509,333,613,856,562068,18/04/2022,532,787,uwagi
8689,939,395,801,178,556974,10/04/2022,358,55,uwagi
8690,631,152,561,400,542260,19/04/2022,110,753,uwagi
8691,815,742,435,846,505827,15/04/2022,485,539,uwagi
8692,222,814,738,730,514520,13/04/2022,350,585,uwagi
8693,766,882,372,705,527591,05/04/2022,172,882,uwagi
8694,846,530,937,477,568102,05/04/2022,497,876,uwagi
8695,104,606,629,918,534701,18/04/2022,63,764,uwagi
8696,406,547,303,627,535965,18/04/2022,40,356,uwagi
8697,505,390,941,271,527067,17/04/2022,312,975,uwagi
8698,547,484,857,393,501253,06/04/2022,793,869,uwagi
8699,694,289,745,798,589440,14/04/2022,373,715,uwagi
8700,242,435,479,647,598140,09/04/2022,781,274,uwagi
8701,342,821,629,846,520989,04/04/2022,570,117,uwagi
8702,481,882,92,28,536482,06/04/2022,948,420,uwagi
8703,378,741,289,71,502943,12/04/2022,34,869,uwagi
8704,924,407,584,166,584097,17/04/2022,62,812,uwagi
8705,823,843,85,164,566263,10/04/2022,714,10,uwagi
8706,873,284,126,354,516476,10/04/2022,218,381,uwagi
8707,530,166,800,907,590592,18/04/2022,88,978,uwagi
8708,936,122,846,860,552706,13/04/2022,430,25,uwagi
8709,369,491,837,191,533289,05/04/2022,922,354,uwagi
8710,996,636,364,869,591864,12/04/2022,490,222,uwagi
8711,84,707,602,613,587186,17/04/2022,402,520,uwagi
8712,778,489,498,714,560996,18/04/2022,344,573,uwagi
8713,138,773,597,506,526343,06/04/2022,434,696,uwagi
8714,597,355,50,592,598963,06/04/2022,413,460,uwagi
8715,909,902,682,992,560776,16/04/2022,283,605,uwagi
8716,480,684,125,258,517232,15/04/2022,623,971,uwagi
8717,783,967,543,920,573893,16/04/2022,140,425,uwagi
8718,3,573,120,599,592704,15/04/2022,169,191,uwagi
8719,917,582,651,825,548255,14/04/2022,332,817,uwagi
8720,91,614,422,570,529726,17/04/2022,546,828,uwagi
8721,470,169,798,252,513425,14/04/2022,341,172,uwagi
8722,874,481,596,876,505279,12/04/2022,716,475,uwagi
8723,980,885,665,897,546554,15/04/2022,316,722,uwagi
8724,949,647,538,39,526049,16/04/2022,960,609,uwagi
8725,558,505,436,28,567314,07/04/2022,234,280,uwagi
8726,808,575,451,681,505420,15/04/2022,46,557,uwagi
8727,107,762,31,87,564553,06/04/2022,696,984,uwagi
8728,112,11,705,60,565692,12/04/2022,243,98,uwagi
8729,918,202,706,476,570694,11/04/2022,142,503,uwagi
8730,381,375,782,188,594895,04/04/2022,233,869,uwagi
8731,4,279,425,111,503930,05/04/2022,455,197,uwagi
8732,685,150,181,796,515988,15/04/2022,886,856,uwagi
8733,817,128,953,735,532970,18/04/2022,659,210,uwagi
8734,37,800,712,417,517480,11/04/2022,494,605,uwagi
8735,124,726,473,127,500384,12/04/2022,897,238,uwagi
8736,44,351,435,728,550053,06/04/2022,615,524,uwagi
8737,661,500,379,478,562708,15/04/2022,332,212,uwagi
8738,957,990,421,994,578986,06/04/2022,133,411,uwagi
8739,965,627,15,89,535215,07/04/2022,487,216,uwagi
8740,357,384,453,400,573394,08/04/2022,887,128,uwagi
8741,235,501,652,895,599999,17/04/2022,30,373,uwagi
8742,628,362,584,584,535141,18/04/2022,5,578,uwagi
8743,142,138,988,106,576350,13/04/2022,2,195,uwagi
8744,116,489,410,472,587134,14/04/2022,863,871,uwagi
8745,606,749,998,840,524905,13/04/2022,649,735,uwagi
8746,250,679,107,877,504036,14/04/2022,691,460,uwagi
8747,392,695,38,534,583179,10/04/2022,25,639,uwagi
8748,596,27,834,711,551465,18/04/2022,244,183,uwagi
8749,386,106,54,992,585343,14/04/2022,52,831,uwagi
8750,103,701,566,352,537923,09/04/2022,673,228,uwagi
8751,420,363,688,812,505731,16/04/2022,725,345,uwagi
8752,890,750,984,485,577571,16/04/2022,817,196,uwagi
8753,291,60,378,677,516478,19/04/2022,432,668,uwagi
8754,19,483,499,121,518296,13/04/2022,65,473,uwagi
8755,563,737,700,982,509923,15/04/2022,388,794,uwagi
8756,157,113,138,46,586156,14/04/2022,121,531,uwagi
8757,638,938,726,928,599750,15/04/2022,104,604,uwagi
8758,163,535,272,181,501718,06/04/2022,771,302,uwagi
8759,201,835,774,763,557097,05/04/2022,474,745,uwagi
8760,671,861,538,827,597277,17/04/2022,675,873,uwagi
8761,835,796,403,472,573364,04/04/2022,128,400,uwagi
8762,732,231,4,894,576549,08/04/2022,275,74,uwagi
8763,783,45,376,983,587931,05/04/2022,149,746,uwagi
8764,451,622,490,121,548224,17/04/2022,27,948,uwagi
8765,456,702,820,290,549742,04/04/2022,223,761,uwagi
8766,232,350,161,963,558070,14/04/2022,164,856,uwagi
8767,347,439,930,129,548302,16/04/2022,305,112,uwagi
8768,363,454,857,813,507468,04/04/2022,347,934,uwagi
8769,557,373,881,12,507429,10/04/2022,700,302,uwagi
8770,572,922,63,803,527172,16/04/2022,223,765,uwagi
8771,853,386,621,199,582376,07/04/2022,551,328,uwagi
8772,307,855,440,670,530769,18/04/2022,297,482,uwagi
8773,383,643,415,940,501497,17/04/2022,296,952,uwagi
8774,90,996,253,661,591711,18/04/2022,315,464,uwagi
8775,189,537,229,42,592263,08/04/2022,850,240,uwagi
8776,747,400,568,54,525400,11/04/2022,7,723,uwagi
8777,562,303,204,945,594478,11/04/2022,619,884,uwagi
8778,960,915,835,50,590913,10/04/2022,88,710,uwagi
8779,827,402,174,16,593866,13/04/2022,403,57,uwagi
8780,862,252,297,608,565106,07/04/2022,864,661,uwagi
8781,906,871,384,467,517263,08/04/2022,588,411,uwagi
8782,118,206,295,78,511991,13/04/2022,129,127,uwagi
8783,30,216,837,856,561748,19/04/2022,10,871,uwagi
8784,557,413,927,418,566407,04/04/2022,223,26,uwagi
8785,316,87,686,221,595638,10/04/2022,69,687,uwagi
8786,130,657,98,247,586193,14/04/2022,392,324,uwagi
8787,982,521,450,11,573645,16/04/2022,286,867,uwagi
8788,354,296,737,911,570819,13/04/2022,664,328,uwagi
8789,373,886,353,688,597223,14/04/2022,39,908,uwagi
8790,929,108,595,58,576334,13/04/2022,693,305,uwagi
8791,626,85,628,608,560481,15/04/2022,78,618,uwagi
8792,342,364,485,696,565911,11/04/2022,221,606,uwagi
8793,368,884,933,740,576965,14/04/2022,286,427,uwagi
8794,742,324,335,671,543091,06/04/2022,930,729,uwagi
8795,195,622,33,820,570540,15/04/2022,660,427,uwagi
8796,311,738,45,652,510035,08/04/2022,529,347,uwagi
8797,760,750,952,127,563314,10/04/2022,885,867,uwagi
8798,403,170,294,145,549342,11/04/2022,628,816,uwagi
8799,925,557,544,119,517807,09/04/2022,576,939,uwagi
8800,884,236,365,194,597212,19/04/2022,410,846,uwagi
8801,73,939,192,832,568751,12/04/2022,144,959,uwagi
8802,321,29,826,724,519813,08/04/2022,119,869,uwagi
8803,692,747,684,616,530296,15/04/2022,227,735,uwagi
8804,482,802,673,365,503676,18/04/2022,38,559,uwagi
8805,9,447,404,82,538473,04/04/2022,596,914,uwagi
8806,73,739,872,393,576713,16/04/2022,698,117,uwagi
8807,966,816,985,657,556151,19/04/2022,668,273,uwagi
8808,865,894,8,346,569570,08/04/2022,680,711,uwagi
8809,733,717,269,742,516355,19/04/2022,672,823,uwagi
8810,549,267,736,621,500545,15/04/2022,608,14,uwagi
8811,773,306,130,738,512037,18/04/2022,115,395,uwagi
8812,682,782,668,547,567561,05/04/2022,675,892,uwagi
8813,372,355,602,104,507103,13/04/2022,871,846,uwagi
8814,235,542,668,783,580826,12/04/2022,404,404,uwagi
8815,814,12,417,587,531674,11/04/2022,547,325,uwagi
8816,438,661,719,120,544217,05/04/2022,387,666,uwagi
8817,118,61,558,490,541462,06/04/2022,160,593,uwagi
8818,486,30,438,721,557089,08/04/2022,106,504,uwagi
8819,380,510,907,193,552128,04/04/2022,324,780,uwagi
8820,839,870,104,276,553036,05/04/2022,823,395,uwagi
8821,973,209,60,91,526869,18/04/2022,617,580,uwagi
8822,684,776,173,169,580519,06/04/2022,611,890,uwagi
8823,377,717,393,756,522555,06/04/2022,299,949,uwagi
8824,747,623,728,585,549207,05/04/2022,831,860,uwagi
8825,23,653,255,995,586080,19/04/2022,314,86,uwagi
8826,130,931,665,813,570631,14/04/2022,837,982,uwagi
8827,512,448,872,888,516320,06/04/2022,264,643,uwagi
8828,389,563,591,136,518459,13/04/2022,319,721,uwagi
8829,677,149,581,700,580128,13/04/2022,835,695,uwagi
8830,663,149,780,792,507856,15/04/2022,445,605,uwagi
8831,785,282,587,297,572821,19/04/2022,458,184,uwagi
8832,892,721,827,281,528298,13/04/2022,418,416,uwagi
8833,468,736,137,145,588429,12/04/2022,717,844,uwagi
8834,686,552,538,348,569933,12/04/2022,317,140,uwagi
8835,778,761,744,563,504183,11/04/2022,330,860,uwagi
8836,771,787,44,662,550760,16/04/2022,870,942,uwagi
8837,791,288,358,259,502292,05/04/2022,494,403,uwagi
8838,908,211,246,593,576134,11/04/2022,784,941,uwagi
8839,461,100,80,239,586071,19/04/2022,824,802,uwagi
8840,903,153,661,673,593989,17/04/2022,704,335,uwagi
8841,448,574,276,239,586046,14/04/2022,634,497,uwagi
8842,884,127,899,791,533679,08/04/2022,145,384,uwagi
8843,99,928,324,559,502737,16/04/2022,404,798,uwagi
8844,889,227,599,791,537948,09/04/2022,260,464,uwagi
8845,320,963,798,767,553569,16/04/2022,73,5,uwagi
8846,397,706,502,280,583258,16/04/2022,400,71,uwagi
8847,170,545,454,268,547161,06/04/2022,778,827,uwagi
8848,499,181,624,388,540723,11/04/2022,223,178,uwagi
8849,787,482,641,107,544381,16/04/2022,439,873,uwagi
8850,980,512,878,376,521703,17/04/2022,380,656,uwagi
8851,50,779,726,219,532293,04/04/2022,179,487,uwagi
8852,795,957,313,294,513674,19/04/2022,937,681,uwagi
8853,544,159,859,331,563993,04/04/2022,500,437,uwagi
8854,84,938,310,64,544842,16/04/2022,188,439,uwagi
8855,666,567,95,716,534543,18/04/2022,820,935,uwagi
8856,669,999,421,463,595421,04/04/2022,734,757,uwagi
8857,91,670,438,635,582831,13/04/2022,296,966,uwagi
8858,469,795,403,552,573185,09/04/2022,713,616,uwagi
8859,181,900,55,846,546635,17/04/2022,149,561,uwagi
8860,812,968,495,481,596560,08/04/2022,916,944,uwagi
8861,920,649,700,11,531838,08/04/2022,137,646,uwagi
8862,147,432,612,615,522630,06/04/2022,14,167,uwagi
8863,959,726,783,139,562555,12/04/2022,837,985,uwagi
8864,92,985,545,904,595180,08/04/2022,40,384,uwagi
8865,918,956,327,838,560394,14/04/2022,27,848,uwagi
8866,923,163,494,70,559464,10/04/2022,105,684,uwagi
8867,821,119,851,780,584448,13/04/2022,633,918,uwagi
8868,471,470,902,562,545351,04/04/2022,447,466,uwagi
8869,406,487,850,323,544171,10/04/2022,177,160,uwagi
8870,46,203,8,968,536551,06/04/2022,502,37,uwagi
8871,961,607,721,782,572508,18/04/2022,572,561,uwagi
8872,570,205,478,40,567388,12/04/2022,380,602,uwagi
8873,128,827,68,533,531249,05/04/2022,917,856,uwagi
8874,755,93,16,800,529554,11/04/2022,24,768,uwagi
8875,662,525,805,622,513104,17/04/2022,526,403,uwagi
8876,857,98,963,426,530211,14/04/2022,441,466,uwagi
8877,976,820,67,104,564554,10/04/2022,134,637,uwagi
8878,959,51,492,713,514332,12/04/2022,507,513,uwagi
8879,439,530,280,100,505443,14/04/2022,85,722,uwagi
8880,186,611,124,42,570779,18/04/2022,86,468,uwagi
8881,10,527,933,986,534554,17/04/2022,1000,90,uwagi
8882,992,134,726,950,518360,14/04/2022,217,662,uwagi
8883,327,724,174,766,525330,09/04/2022,454,866,uwagi
8884,308,539,587,494,514843,05/04/2022,711,535,uwagi
8885,857,797,3,867,532211,14/04/2022,935,853,uwagi
8886,668,934,942,659,506707,14/04/2022,667,608,uwagi
8887,251,884,270,578,560687,11/04/2022,443,344,uwagi
8888,861,896,210,168,543403,08/04/2022,796,662,uwagi
8889,583,507,196,439,530225,07/04/2022,199,305,uwagi
8890,625,133,157,293,506660,14/04/2022,99,951,uwagi
8891,134,765,559,385,564817,15/04/2022,828,962,uwagi
8892,256,271,306,116,516631,15/04/2022,515,284,uwagi
8893,601,311,945,183,581658,05/04/2022,141,622,uwagi
8894,119,339,927,744,547098,18/04/2022,84,36,uwagi
8895,538,182,986,672,594611,18/04/2022,545,56,uwagi
8896,595,373,18,850,564257,19/04/2022,323,965,uwagi
8897,809,838,248,410,514786,04/04/2022,192,593,uwagi
8898,965,333,214,84,567040,18/04/2022,140,827,uwagi
8899,142,224,862,679,540435,14/04/2022,848,351,uwagi
8900,351,393,406,945,576434,17/04/2022,424,795,uwagi
8901,407,747,759,216,558388,06/04/2022,7,626,uwagi
8902,732,199,218,697,553013,08/04/2022,431,780,uwagi
8903,201,571,606,342,579347,05/04/2022,468,21,uwagi
8904,198,316,372,549,570735,05/04/2022,777,494,uwagi
8905,472,201,288,879,594685,12/04/2022,46,95,uwagi
8906,531,52,720,263,524970,09/04/2022,937,959,uwagi
8907,780,368,739,981,593750,07/04/2022,345,323,uwagi
8908,731,812,344,929,512690,04/04/2022,715,478,uwagi
8909,835,492,971,306,569163,10/04/2022,258,185,uwagi
8910,639,303,279,170,535431,06/04/2022,999,432,uwagi
8911,605,935,391,384,530183,19/04/2022,129,365,uwagi
8912,240,473,687,971,528417,07/04/2022,30,900,uwagi
8913,412,744,377,246,523504,11/04/2022,347,552,uwagi
8914,927,604,736,566,590592,14/04/2022,15,735,uwagi
8915,261,14,167,865,594782,06/04/2022,557,249,uwagi
8916,250,685,613,489,515727,10/04/2022,299,460,uwagi
8917,442,329,359,853,507215,17/04/2022,735,98,uwagi
8918,308,81,650,234,568395,13/04/2022,385,800,uwagi
8919,590,400,534,851,541266,11/04/2022,700,715,uwagi
8920,361,256,963,611,594048,14/04/2022,575,100,uwagi
8921,98,874,559,540,520174,17/04/2022,917,392,uwagi
8922,274,652,490,582,573184,08/04/2022,139,815,uwagi
8923,416,524,614,6,592321,17/04/2022,148,856,uwagi
8924,336,847,571,697,510239,15/04/2022,533,307,uwagi
8925,43,108,406,141,598063,17/04/2022,964,680,uwagi
8926,183,881,72,457,553185,05/04/2022,562,38,uwagi
8927,264,700,853,680,522337,04/04/2022,467,686,uwagi
8928,147,614,541,483,546035,09/04/2022,111,179,uwagi
8929,563,644,486,606,575067,18/04/2022,891,747,uwagi
8930,732,855,427,914,573555,19/04/2022,498,370,uwagi
8931,268,59,408,532,575856,18/04/2022,260,211,uwagi
8932,982,726,896,129,533963,18/04/2022,437,611,uwagi
8933,800,548,790,363,519095,15/04/2022,276,969,uwagi
8934,942,166,715,673,502084,12/04/2022,141,587,uwagi
8935,757,639,957,24,569711,06/04/2022,364,555,uwagi
8936,456,624,766,438,534945,05/04/2022,662,567,uwagi
8937,690,98,178,490,564507,10/04/2022,967,852,uwagi
8938,837,242,821,778,540789,16/04/2022,535,451,uwagi
8939,429,676,38,186,531383,14/04/2022,994,209,uwagi
8940,11,358,764,467,598095,05/04/2022,530,905,uwagi
8941,331,191,471,20,528778,14/04/2022,648,509,uwagi
8942,933,615,361,769,585609,19/04/2022,181,547,uwagi
8943,264,716,998,693,539083,08/04/2022,35,878,uwagi
8944,705,28,87,716,538531,05/04/2022,851,183,uwagi
8945,367,380,87,697,556986,04/04/2022,557,717,uwagi
8946,858,204,225,791,581817,08/04/2022,586,560,uwagi
8947,675,766,106,939,548098,15/04/2022,103,631,uwagi
8948,872,138,509,577,516491,16/04/2022,596,293,uwagi
8949,551,447,475,917,582570,15/04/2022,561,614,uwagi
8950,396,118,330,254,532132,14/04/2022,554,44,uwagi
8951,140,140,604,814,590472,07/04/2022,709,752,uwagi
8952,386,812,383,258,594881,18/04/2022,892,834,uwagi
8953,114,488,127,664,593331,10/04/2022,601,581,uwagi
8954,760,162,194,155,527835,10/04/2022,523,408,uwagi
8955,600,77,452,740,521592,07/04/2022,55,553,uwagi
8956,121,764,305,507,557498,17/04/2022,688,764,uwagi
8957,524,580,598,638,506682,18/04/2022,724,302,uwagi
8958,1,325,882,760,548530,16/04/2022,76,914,uwagi
8959,764,599,322,364,567511,08/04/2022,773,103,uwagi
8960,892,828,656,12,559054,14/04/2022,961,519,uwagi
8961,166,649,282,690,522768,05/04/2022,880,327,uwagi
8962,295,604,629,295,592789,09/04/2022,511,54,uwagi
8963,414,586,968,177,518379,07/04/2022,289,541,uwagi
8964,859,62,643,750,588910,05/04/2022,299,762,uwagi
8965,480,259,280,646,590643,15/04/2022,562,335,uwagi
8966,135,442,662,429,504479,07/04/2022,290,724,uwagi
8967,973,800,778,386,538512,14/04/2022,745,563,uwagi
8968,569,34,103,428,509525,10/04/2022,746,178,uwagi
8969,985,44,940,464,530181,11/04/2022,219,110,uwagi
8970,209,781,444,343,522165,15/04/2022,105,771,uwagi
8971,267,395,495,240,519397,18/04/2022,272,625,uwagi
8972,580,16,188,149,504916,19/04/2022,291,576,uwagi
8973,145,37,754,129,507951,17/04/2022,693,593,uwagi
8974,382,912,702,590,569242,14/04/2022,146,932,uwagi
8975,915,251,703,181,564482,09/04/2022,198,420,uwagi
8976,839,469,45,418,548401,10/04/2022,233,566,uwagi
8977,534,523,142,678,555887,16/04/2022,896,807,uwagi
8978,639,589,400,20,550021,12/04/2022,102,610,uwagi
8979,193,247,542,107,549712,11/04/2022,245,288,uwagi
8980,142,442,707,981,590945,06/04/2022,752,399,uwagi
8981,394,984,965,927,550670,10/04/2022,107,605,uwagi
8982,66,2,411,704,558978,19/04/2022,810,724,uwagi
8983,90,911,333,283,515763,12/04/2022,875,390,uwagi
8984,655,119,677,797,555943,16/04/2022,384,778,uwagi
8985,469,135,177,863,511878,14/04/2022,141,789,uwagi
8986,626,247,394,692,524826,13/04/2022,804,396,uwagi
8987,839,614,119,929,552469,07/04/2022,452,211,uwagi
8988,683,326,600,338,544411,11/04/2022,277,134,uwagi
8989,4,660,912,473,579489,14/04/2022,88,335,uwagi
8990,914,228,124,540,547448,15/04/2022,518,231,uwagi
8991,723,321,626,561,593466,17/04/2022,744,489,uwagi
8992,460,196,700,142,552141,09/04/2022,300,479,uwagi
8993,966,576,613,970,523593,14/04/2022,524,442,uwagi
8994,31,611,777,945,583864,08/04/2022,901,484,uwagi
8995,314,418,714,36,573798,08/04/2022,340,597,uwagi
8996,673,83,86,132,527854,18/04/2022,785,274,uwagi
8997,800,85,753,766,566046,04/04/2022,365,735,uwagi
8998,897,889,177,928,549948,13/04/2022,953,872,uwagi
8999,339,853,356,652,526939,11/04/2022,70,688,uwagi
9000,8,409,284,681,549126,04/04/2022,370,812,uwagi
9001,770,155,86,570,523872,04/04/2022,839,336,uwagi
9002,900,203,70,796,509150,11/04/2022,246,723,uwagi
9003,591,199,595,930,505041,10/04/2022,950,581,uwagi
9004,320,20,268,328,542732,18/04/2022,552,8,uwagi
9005,919,921,820,689,507471,11/04/2022,905,259,uwagi
9006,314,743,594,213,594581,17/04/2022,664,9,uwagi
9007,38,909,731,629,510694,08/04/2022,326,558,uwagi
9008,158,276,138,478,529431,04/04/2022,406,805,uwagi
9009,722,957,812,641,587675,09/04/2022,631,329,uwagi
9010,952,536,587,265,527850,06/04/2022,181,478,uwagi
9011,225,844,486,262,575197,18/04/2022,217,890,uwagi
9012,859,543,448,17,581738,17/04/2022,585,494,uwagi
9013,112,991,298,834,594638,06/04/2022,110,474,uwagi
9014,824,741,803,775,527575,19/04/2022,389,40,uwagi
9015,555,569,517,779,541193,10/04/2022,3,41,uwagi
9016,164,220,931,23,576144,13/04/2022,378,40,uwagi
9017,579,963,533,691,595239,19/04/2022,831,524,uwagi
9018,899,940,998,722,567983,08/04/2022,800,497,uwagi
9019,956,189,536,510,575713,13/04/2022,53,289,uwagi
9020,170,56,329,333,527488,10/04/2022,259,356,uwagi
9021,37,636,395,616,559830,14/04/2022,928,306,uwagi
